"","logFC","logCPM","LR","PValue","FDR","gene_name","gene_type"
"ENSG00000253433",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"NCRNA00250","lncRNA"
"ENSG00000253720",-2.17613268019629,-3.37390792359992,1409.49192410269,1.81894147766708e-308,2.53124631871519e-308,"AC022973.3","lncRNA"
"ENSG00000253819",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"LINC01151","lncRNA"
"ENSG00000253894",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC011124.2","lncRNA"
"ENSG00000254519",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AC044839.1","lncRNA"
"ENSG00000254532",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AL358944.1","lncRNA"
"ENSG00000254896",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"OPCML-IT1","lncRNA"
"ENSG00000255087",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AP001993.1","lncRNA"
"ENSG00000255362",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"LINC02761","lncRNA"
"ENSG00000255916",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC148477.1","lncRNA"
"ENSG00000255967",-2.25219828541366,-3.73401767651402,1070.41416406845,8.89768348186425e-235,1.1873540887377e-234,"HADHAP2","processed_pseudogene"
"ENSG00000256045",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"MTRNR2L10","protein_coding"
"ENSG00000256533",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"AP002373.2","processed_pseudogene"
"ENSG00000257434",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AC073525.1","lncRNA"
"ENSG00000257951",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AC126177.5","unprocessed_pseudogene"
"ENSG00000259362",-2.25219828541366,-3.73401767651402,1070.41416406845,8.89768348186425e-235,1.1873540887377e-234,"AC046168.1","lncRNA"
"ENSG00000259584",-2.66277880378738,-4.14905517579286,963.16144394694,1.82721912446659e-211,2.40036306126257e-211,"AC021755.2","lncRNA"
"ENSG00000259821",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"AC018845.1","lncRNA"
"ENSG00000260103",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC012435.2","transcribed_processed_pseudogene"
"ENSG00000260176",-2.17613268019629,-3.37390792359992,1409.49192410269,1.81894147766708e-308,2.53124631871519e-308,"AC141586.2","lncRNA"
"ENSG00000260602",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"HMGN2P40","processed_pseudogene"
"ENSG00000260830",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"AL135744.1","lncRNA"
"ENSG00000261268",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC112236.1","lncRNA"
"ENSG00000261325",-2.85225626243891,-4.08596915610137,1194.3958908873,1.00746681276167e-261,1.36505157873913e-261,"LINC02192","lncRNA"
"ENSG00000261592",-2.85225626243891,-4.08596915610137,1194.3958908873,1.00746681276167e-261,1.36505157873913e-261,"AC010531.3","lncRNA"
"ENSG00000261620",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"HMGN2P41","processed_pseudogene"
"ENSG00000261711",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"FRG2DP","transcribed_unprocessed_pseudogene"
"ENSG00000263219",-2.07019934168297,-3.41208958162666,1219.93283863535,2.84031673387485e-267,3.86310680630281e-267,"RYKP1","processed_pseudogene"
"ENSG00000263698",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC012417.1","lncRNA"
"ENSG00000265888",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"DSCAS","lncRNA"
"ENSG00000265962",-2.10217305458115,-3.78321117428341,875.897197946381,1.70435155353807e-192,2.20821561092282e-192,"GACAT2","lncRNA"
"ENSG00000266213",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"AC107892.1","lncRNA"
"ENSG00000266217",-2.85225626243891,-4.08596915610137,1194.3958908873,1.00746681276167e-261,1.36505157873913e-261,"CTSLP2","unprocessed_pseudogene"
"ENSG00000266248",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AC011474.2","lncRNA"
"ENSG00000266489",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC007922.3","lncRNA"
"ENSG00000266513",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"AP002478.2","lncRNA"
"ENSG00000267226",-3.01971274264529,-4.02552656721997,1434.08429706205,8.23952187067753e-314,1.14947280471604e-313,"AC104971.1","lncRNA"
"ENSG00000267799",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"MAN1A2P1","processed_pseudogene"
"ENSG00000268297",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"CLEC4GP1","unprocessed_pseudogene"
"ENSG00000268621",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"IGFL2-AS1","lncRNA"
"ENSG00000268883",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"PNMA6B","unprocessed_pseudogene"
"ENSG00000268926",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AL354861.3","lncRNA"
"ENSG00000269345",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"VN1R85P","unprocessed_pseudogene"
"ENSG00000269553",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"U62631.1","lncRNA"
"ENSG00000269889",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC078802.1","lncRNA"
"ENSG00000269945",-2.10217305458115,-3.78321117428341,875.897197946381,1.70435155353807e-192,2.20821561092282e-192,"AC004817.4","lncRNA"
"ENSG00000270230",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"MTND6P22","processed_pseudogene"
"ENSG00000271727",-2.25219828541366,-3.73401767651402,1070.41416406845,8.89768348186425e-235,1.1873540887377e-234,"AL357054.2","lncRNA"
"ENSG00000271848",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AC073389.2","lncRNA"
"ENSG00000272157",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AC107373.2","lncRNA"
"ENSG00000272369",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"AC008035.1","lncRNA"
"ENSG00000272457",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"AC113194.1","lncRNA"
"ENSG00000272483",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AC022001.3","lncRNA"
"ENSG00000272583",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AL592494.2","lncRNA"
"ENSG00000272721",-3.01971274264529,-4.02552656721997,1434.08429706205,8.23952187067753e-314,1.14947280471604e-313,"AC131235.2","lncRNA"
"ENSG00000273113",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AC133528.1","lncRNA"
"ENSG00000273476",-2.10217305458115,-3.78321117428341,875.897197946381,1.70435155353807e-192,2.20821561092282e-192,"AL133215.3","lncRNA"
"ENSG00000273523",-2.10217305458115,-3.78321117428341,875.897197946381,1.70435155353807e-192,2.20821561092282e-192,"AL139082.1","lncRNA"
"ENSG00000273706",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"LHX1","protein_coding"
"ENSG00000274002",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AL135999.3","lncRNA"
"ENSG00000276462",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"BX255923.2","lncRNA"
"ENSG00000276790",-2.07019934168297,-3.41208958162666,1219.93283863535,2.84031673387485e-267,3.86310680630281e-267,"AC068234.2","lncRNA"
"ENSG00000276832",-2.07019934168297,-3.41208958162666,1219.93283863535,2.84031673387485e-267,3.86310680630281e-267,"CDRT15P6","transcribed_unprocessed_pseudogene"
"ENSG00000277268",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"LHX1-DT","lncRNA"
"ENSG00000278456",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC015712.7","lncRNA"
"ENSG00000278831",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"AL513190.1","lncRNA"
"ENSG00000278911",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC015819.3","lncRNA"
"ENSG00000279078",-2.66277880378738,-4.14905517579286,963.16144394694,1.82721912446659e-211,2.40036306126257e-211,"SND1-IT1","lncRNA"
"ENSG00000279113",-2.66277880378738,-4.14905517579286,963.16144394694,1.82721912446659e-211,2.40036306126257e-211,"AC148477.7","TEC"
"ENSG00000279742",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"AP000974.1","TEC"
"ENSG00000279811",-2.25219828541366,-3.73401767651402,1070.41416406845,8.89768348186425e-235,1.1873540887377e-234,"AC093330.2","TEC"
"ENSG00000279901",-2.25219828541366,-3.73401767651402,1070.41416406845,8.89768348186425e-235,1.1873540887377e-234,"AC092117.2","TEC"
"ENSG00000280217",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AC126564.1","TEC"
"ENSG00000282012",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AP000357.2","lncRNA"
"ENSG00000282375",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC100797.4","lncRNA"
"ENSG00000283025",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AC027045.3","lncRNA"
"ENSG00000283453",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC244258.1","transcribed_unprocessed_pseudogene"
"ENSG00000283662",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC138904.3","lncRNA"
"ENSG00000283982",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"AL445623.2","lncRNA"
"ENSG00000284623",-3.01971274264529,-4.02552656721997,1434.08429706205,8.23952187067753e-314,1.14947280471604e-313,"LINC02786","lncRNA"
"ENSG00000284703",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AL805961.1","lncRNA"
"ENSG00000285454",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC111006.1","lncRNA"
"ENSG00000285614",-2.10217305458115,-3.78321117428341,875.897197946381,1.70435155353807e-192,2.20821561092282e-192,"AC026100.1","lncRNA"
"ENSG00000285634",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AL583827.1","lncRNA"
"ENSG00000285675",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC023385.1","lncRNA"
"ENSG00000285738",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"AC098969.1","lncRNA"
"ENSG00000285870",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"AC012673.1","lncRNA"
"ENSG00000285883",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC123784.1","lncRNA"
"ENSG00000285885",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC092058.1","lncRNA"
"ENSG00000286001",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC021087.5","protein_coding"
"ENSG00000286043",-2.25219828541366,-3.73401767651402,1070.41416406845,8.89768348186425e-235,1.1873540887377e-234,"AC091214.1","lncRNA"
"ENSG00000286069",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"AC076968.2","lncRNA"
"ENSG00000286085",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"AL109653.3","lncRNA"
"ENSG00000286191",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AL158195.1","lncRNA"
"ENSG00000286269",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC092661.1","lncRNA"
"ENSG00000286286",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"AL158065.1","lncRNA"
"ENSG00000286544",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AL359502.2","lncRNA"
"ENSG00000286596",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AC098595.1","lncRNA"
"ENSG00000286654",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC092636.1","lncRNA"
"ENSG00000286667",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC010641.2","lncRNA"
"ENSG00000286849",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"AC009152.6","lncRNA"
"ENSG00000286980",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC020584.1","lncRNA"
"ENSG00000286998",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AC103974.2","lncRNA"
"ENSG00000287051",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AC121757.2","lncRNA"
"ENSG00000287116",-2.17613268019629,-3.37390792359992,1409.49192410269,1.81894147766708e-308,2.53124631871519e-308,"AC104335.2","lncRNA"
"ENSG00000287184",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"AC007269.1","lncRNA"
"ENSG00000287234",-2.38808153864639,-3.68644643096771,1273.81869661728,5.53134231824975e-279,7.57124382007844e-279,"AL592211.2","lncRNA"
"ENSG00000287264",-2.66277880378738,-4.14905517579286,963.16144394694,1.82721912446659e-211,2.40036306126257e-211,"AP003778.1","lncRNA"
"ENSG00000287272",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC007786.4","lncRNA"
"ENSG00000287303",-2.85225626243891,-4.08596915610137,1194.3958908873,1.00746681276167e-261,1.36505157873913e-261,"AP006248.5","lncRNA"
"ENSG00000287590",-4.64370493975786,-4.83414148502656,957.035572169851,3.9209329888636e-210,5.13328972070964e-210,"AC090820.2","lncRNA"
"ENSG00000287677",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AC025839.1","lncRNA"
"ENSG00000287744",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AC005998.1","lncRNA"
"ENSG00000287869",-3.1697849556742,-5.05800529357967,319.011763569924,2.37772462156529e-71,2.76672922138958e-71,"AC073349.5","lncRNA"
"ENSG00000287905",-5.04424134148274,-4.73401767651402,1276.04747866216,1.81333335664858e-279,2.48524848780005e-279,"AC136431.2","lncRNA"
"ENSG00000287935",-2.85225626243891,-4.08596915610137,1194.3958908873,1.00746681276167e-261,1.36505157873913e-261,"AC136297.1","lncRNA"
"ENSG00000287971",-2.18744187296173,-4.28415963371232,535.20708072675,2.0803218149165e-118,2.53881311571665e-118,"AC093642.6","lncRNA"
"ENSG00000288541",-4.08731455707249,-4.94173560426896,638.023666664519,8.99010468329978e-141,1.11707334451455e-140,"AL353732.2","lncRNA"
"ENSG00000288543",-2.44459908503959,-4.21502646179135,742.446806143825,1.76095755746359e-163,2.23361750130436e-163,"AL035409.2","lncRNA"
